Frame,GT objects,reports,Tracks,Track_ID,Targets,Target_ID,Global Hyp
0,42,45,45,0,45,5,1
1,42,40,40,4,40,0,16
2,42,43,46,27,46,5,8
3,42,41,43,7,43,10,16
4,42,40,45,5,45,2,64
5,42,41,48,0,48,1,16
6,42,43,51,8,51,10,24
7,42,43,49,2,49,5,32
8,42,41,51,5,51,90,16
9,42,40,47,30,47,77,216
10,42,35,45,8,45,7,24
11,42,39,49,10,49,23,1
12,42,37,46,29,46,6,16
13,42,41,50,0,50,142,24
14,42,39,50,162,50,125,96
15,42,39,46,1,46,5,128
16,42,36,43,5,43,142,12
17,42,35,39,4,39,5,36
18,43,36,41,92,41,7,16
19,43,35,38,23,38,159,256
20,43,39,43,159,43,8,16
21,43,34,39,7,39,3,96
22,43,36,43,8,43,3,16
23,43,36,41,10,41,86,144
24,43,36,40,42,40,6,128
25,43,42,47,86,47,243,24
26,43,38,45,2,45,8,144
27,43,38,47,232,47,267,40
28,43,42,46,92,46,10,48
29,43,42,46,268,46,250,64
30,42,44,49,267,49,273,16
31,42,41,52,121,52,233,64
32,42,41,49,121,49,250,128
33,42,41,50,314,50,5,96
34,42,47,53,0,53,320,6
35,42,46,53,260,53,305,2
36,42,40,54,348,54,325,4
37,42,44,55,5,55,342,256
38,42,42,48,2,48,93,192
39,42,37,47,276,47,237,2
40,42,38,48,2,48,342,96
41,42,41,46,5,46,398,48
42,42,41,48,0,48,121,16
43,42,38,44,307,44,329,24
44,41,37,42,250,42,2,20
45,41,34,39,38,39,8,24
46,41,36,39,2,39,0,32
47,41,38,43,5,43,358,4
48,41,36,44,466,44,295,16
49,41,36,41,2,41,295,360
50,41,38,41,276,41,346,16
51,41,33,39,2,39,493,32
52,41,30,37,250,37,5,72
53,41,33,37,186,37,4,8
54,41,32,39,365,39,0,4
55,41,32,37,159,37,3,16
56,41,36,43,4,43,5,12
57,41,35,38,385,38,186,28
58,41,34,38,0,38,237,10
59,41,36,41,186,41,458,4
60,41,33,38,93,38,42,32
61,41,31,37,186,37,239,4
62,41,35,40,3,40,93,4
63,41,37,42,555,42,562,18
64,41,40,46,265,46,5,96
65,41,34,39,566,39,250,144
66,41,37,42,541,42,313,240
67,41,38,44,553,44,93,144
68,41,38,43,313,43,576,8
69,41,34,41,580,41,605,96
70,42,33,42,582,42,583,12
71,41,34,43,265,43,612,48
72,41,35,43,313,43,582,16
73,41,35,41,265,41,604,256
74,41,40,42,612,42,650,27
75,41,33,41,2,41,543,1
76,41,39,43,2,43,580,8
77,41,40,45,684,45,664,8
78,41,38,41,653,41,629,6
79,41,37,43,484,43,265,2
80,40,40,44,543,44,550,6
81,40,33,39,557,39,313,64
82,40,36,45,582,45,553,40
83,40,41,47,186,47,544,512
84,40,42,49,553,49,543,8
85,40,38,44,658,44,654,128
86,40,41,47,742,47,760,48
87,40,37,45,760,45,121,48
88,40,33,45,276,45,3,24
89,40,37,46,313,46,673,72
90,40,38,44,711,44,604,192
91,40,40,42,38,42,4,128
92,40,39,42,2,42,789,256
93,40,39,45,484,45,858,96
94,40,38,44,821,44,673,64
95,40,39,43,834,43,543,36
96,40,37,43,5,43,821,12
97,40,41,47,841,47,912,12
98,40,40,43,502,43,604,3
