Frame,GT objects,reports,Tracks,Track_ID,Targets,Target_ID,Global Hyp
0,22,13,13,0,13,0,1
1,22,13,13,2,13,3,1
2,22,13,14,2,14,0,1
3,22,12,12,2,12,0,1
4,22,13,14,1,14,1,1
5,22,13,14,0,14,1,1
6,22,13,14,2,14,1,1
7,22,14,15,0,15,1,1
8,22,15,17,2,17,0,1
9,22,16,17,1,17,23,2
10,23,16,17,0,17,26,3
11,23,16,16,1,16,3,2
12,23,15,16,14,16,23,6
13,23,15,16,0,16,2,3
14,23,16,17,57,17,23,2
15,23,16,17,3,17,2,6
16,23,14,16,2,16,1,1
17,23,15,16,0,16,2,1
18,23,14,15,2,15,0,1
19,23,15,16,0,16,14,1
20,23,14,15,2,15,0,1
21,23,14,15,1,15,0,1
22,23,14,14,0,14,0,2
23,23,14,14,0,14,3,2
24,23,15,15,14,15,0,3
25,23,15,15,2,15,0,4
26,23,15,15,0,15,64,3
27,23,15,16,0,16,0,4
28,23,15,17,1,17,2,4
29,23,15,16,2,16,2,5
30,24,15,16,94,16,0,3
31,24,15,17,14,17,123,2
32,24,14,15,3,15,2,1
33,24,14,15,0,15,2,1
34,24,14,14,0,14,0,1
35,24,15,15,0,15,1,2
36,24,15,15,0,15,0,3
37,24,14,15,2,15,138,1
38,24,14,14,1,14,3,1
39,23,14,15,2,15,172,1
40,24,15,16,1,16,1,1
41,24,14,15,2,15,0,1
42,24,15,15,0,15,0,1
43,23,15,16,1,16,0,1
44,23,16,17,1,17,2,1
45,23,16,17,2,17,14,1
46,23,16,17,137,17,182,1
47,23,16,17,2,17,3,1
48,23,15,16,2,16,0,2
49,23,15,16,0,16,23,3
50,25,15,16,2,16,14,1
51,25,15,15,0,15,23,2
52,25,14,15,2,15,0,1
53,25,14,15,0,15,0,1
54,25,15,16,14,16,2,1
55,25,15,15,1,15,3,1
56,24,15,15,2,15,2,1
57,25,15,15,3,15,3,1
58,25,15,15,2,15,188,1
59,25,14,15,3,15,23,1
60,25,14,15,1,15,131,1
61,25,14,15,0,15,2,1
62,25,14,14,0,14,0,1
63,26,14,14,2,14,0,1
64,26,14,14,0,14,2,1
65,26,14,14,2,14,1,1
66,26,15,15,1,15,0,1
67,26,16,16,1,16,221,1
68,26,15,15,0,15,0,2
69,26,15,15,2,15,0,1
70,26,15,15,2,15,0,1
71,26,15,15,23,15,2,1
72,26,15,15,14,15,2,1
73,26,15,15,2,15,2,1
74,26,15,15,1,15,221,1
75,26,14,15,0,15,2,1
76,26,14,15,3,15,2,1
77,26,14,15,14,15,23,1
78,26,14,14,14,14,0,1
79,26,17,17,289,17,265,1
80,25,14,15,3,15,1,1
81,25,14,15,0,15,0,1
82,25,15,16,0,16,14,1
83,25,15,15,0,15,221,1
84,25,13,15,188,15,0,2
85,25,14,15,289,15,289,1
86,25,14,15,2,15,0,2
87,25,14,15,2,15,221,4
88,25,14,15,2,15,2,2
89,25,13,13,0,13,2,3
90,26,13,13,2,13,2,1
91,26,13,13,2,13,188,1
92,26,13,13,1,13,14,1
93,26,13,13,3,13,2,1
94,26,13,13,2,13,289,1
95,26,12,13,2,13,0,1
96,26,11,13,0,13,289,1
97,26,11,13,0,13,289,1
98,26,12,12,0,12,2,1
