Frame,GT objects,reports,Tracks,Track_ID,Targets,Target_ID,Global Hyp
0,6,2,2,0,2,0,1
1,6,2,2,0,2,0,1
2,7,4,4,0,4,0,2
3,8,3,3,0,3,0,6
4,9,7,8,3,8,5,2
5,9,6,7,0,7,0,4
6,9,6,9,0,9,4,2
7,9,5,7,3,7,4,2
8,9,5,8,8,8,4,2
9,10,5,7,1,7,8,4
10,10,8,10,0,10,0,12
11,10,5,8,11,8,4,12
12,10,5,8,12,8,14,2
13,10,5,8,0,8,14,2
14,10,7,9,4,9,14,2
15,9,4,8,12,8,20,3
16,10,5,7,0,7,18,2
17,10,3,5,18,5,18,3
18,10,4,4,0,4,22,1
19,10,6,6,23,6,23,2
20,10,4,6,0,6,22,1
21,10,3,6,20,6,20,1
22,10,2,3,0,3,0,1
23,10,4,5,21,5,23,2
24,9,2,3,23,3,18,3
25,9,2,3,21,3,21,2
26,9,3,3,26,3,23,5
27,9,2,2,23,2,23,2
28,9,2,3,23,3,26,2
29,9,2,3,26,3,21,2
30,9,2,3,23,3,21,1
31,9,6,7,26,7,23,1
32,9,5,7,31,7,23,2
33,9,7,9,33,9,35,8
34,9,5,7,29,7,33,20
35,9,5,6,29,6,39,8
36,9,4,5,33,5,38,12
37,9,4,6,29,6,38,4
38,9,3,6,33,6,29,6
39,9,3,6,27,6,29,2
40,7,3,5,33,5,38,2
41,7,2,3,38,3,37,2
42,7,3,3,37,3,37,2
43,7,3,4,33,4,33,2
44,6,3,3,35,3,37,1
45,6,2,3,37,3,33,1
46,6,4,4,37,4,33,1
47,6,4,5,33,5,37,4
48,6,4,6,33,6,37,2
49,6,3,5,37,5,37,1
50,6,3,5,37,5,33,1
51,6,3,4,37,4,46,2
52,6,3,3,37,3,45,2
53,6,2,4,46,4,45,1
54,6,1,3,46,3,37,1
55,5,1,3,37,3,46,1
56,5,1,1,37,1,37,1
57,5,1,1,37,1,37,1
58,5,1,1,37,1,37,1
59,5,1,1,37,1,37,1
60,5,1,1,37,1,37,1
61,5,1,1,37,1,37,1
62,5,2,2,50,2,50,1
63,5,2,2,53,2,37,1
64,5,2,2,37,2,37,1
65,6,1,2,53,2,53,1
66,6,1,1,37,1,37,1
67,6,1,1,37,1,37,1
68,8,1,1,37,1,37,1
69,8,2,2,46,2,37,1
70,8,1,1,37,1,37,1
71,8,2,2,60,2,37,1
72,8,2,2,37,2,37,1
73,8,1,1,37,1,37,2
74,8,2,2,37,2,56,1
75,8,2,2,56,2,37,2
76,8,2,2,56,2,37,1
77,8,2,2,56,2,56,1
78,8,1,2,37,2,37,1
79,8,1,2,37,2,56,1
80,8,1,2,56,2,56,1
81,8,1,1,37,1,37,1
82,8,1,1,37,1,37,1
83,8,1,2,37,2,37,1
84,8,1,1,37,1,37,1
85,9,1,1,37,1,37,1
86,9,2,2,58,2,37,1
87,9,2,2,37,2,58,1
88,9,1,2,58,2,37,1
89,8,1,1,37,1,37,1
90,8,2,2,37,2,37,1
91,8,3,3,71,3,53,1
92,10,2,3,37,3,37,1
93,10,2,2,53,2,53,1
94,10,2,2,37,2,37,1
95,10,2,3,53,3,53,1
96,9,3,4,64,4,64,1
97,9,2,3,62,3,62,1
98,9,3,4,65,4,62,4
