Frame,GT objects,reports,Tracks,Track_ID,Targets,Target_ID,Global Hyp
0,19,16,16,4,16,1,1
1,19,17,17,0,17,0,1
2,19,18,19,4,19,1,2
3,19,15,18,0,18,1,144
4,19,17,24,12,24,9,972
5,19,18,21,4,21,4,144
6,19,18,22,18,22,4,32
7,19,16,18,22,18,0,1080
8,19,16,17,4,17,0,2
9,20,17,18,2,18,17,12
10,20,17,17,18,17,0,45
11,20,19,19,23,19,0,264
12,20,17,17,0,17,4,44
13,20,15,18,12,18,19,10
14,20,15,19,0,19,18,18
15,20,15,19,38,19,0,84
16,20,17,19,22,19,17,224
17,20,15,17,4,17,38,16
18,20,16,18,4,18,20,12
19,20,14,18,23,18,19,576
20,20,14,18,22,18,23,24
21,20,17,22,0,22,2,672
22,20,14,20,20,20,23,270
23,20,17,23,18,23,12,576
24,20,15,25,63,25,86,360
25,20,20,29,76,29,2,2560
26,20,19,28,23,28,18,144
27,20,17,25,73,25,86,64
28,20,16,23,94,23,73,80
29,20,18,27,86,27,123,6
30,20,15,22,90,22,100,64
31,20,15,23,121,23,129,256
32,20,18,21,92,21,80,72
33,20,16,22,131,22,88,192
34,19,16,20,113,20,88,1680
35,19,16,19,107,19,107,36
36,19,14,18,113,18,122,864
37,19,14,16,122,16,98,36
38,19,14,17,120,17,149,144
39,20,15,21,122,21,119,72
40,22,16,22,111,22,136,48
41,22,13,17,140,17,149,80
42,22,15,18,80,18,80,216
43,22,15,20,137,20,158,360
44,22,15,21,133,21,107,360
45,22,16,21,159,21,149,112
46,22,13,18,151,18,151,396
47,22,16,19,127,19,127,96
48,22,16,19,138,19,107,16
49,23,15,24,186,24,190,8
50,22,14,20,174,20,127,48
51,21,14,20,150,20,167,63
52,21,14,16,149,16,187,24
53,20,15,17,190,17,143,48
54,20,17,19,136,19,218,720
55,20,15,17,122,17,168,96
56,20,16,17,211,17,136,72
57,20,15,16,225,16,200,216
58,20,16,19,238,19,225,45
59,19,17,22,160,22,167,3072
60,18,14,18,122,18,217,96
61,18,15,17,143,17,234,8
62,18,17,18,149,18,198,6
63,18,16,18,143,18,265,10
64,17,14,19,168,19,122,40
65,17,15,20,187,20,168,15
66,16,14,18,268,18,200,10
67,17,14,16,214,16,256,5
68,17,15,16,214,16,241,5
69,17,12,16,234,16,214,10
70,15,11,16,234,16,168,15
71,15,11,15,220,15,217,40
72,14,11,12,268,12,168,3
73,14,11,12,127,12,149,1
74,14,12,15,187,15,256,2
75,14,12,14,200,14,220,2
76,14,12,14,267,14,169,2
77,14,12,12,268,12,127,6
78,14,12,12,239,12,187,4
79,14,12,12,168,12,234,1
80,14,12,12,239,12,267,1
81,14,11,13,307,13,187,1
82,13,11,12,234,12,267,4
83,13,12,13,200,13,187,1
84,13,11,11,127,11,239,1
85,13,11,11,234,11,127,1
86,13,10,12,149,12,267,1
87,13,11,12,168,12,234,1
88,13,12,13,168,13,169,2
89,14,12,14,242,14,168,2
90,14,12,14,187,14,127,4
91,15,11,13,234,13,169,3
92,15,12,12,299,12,247,1
93,15,12,12,127,12,336,1
94,16,10,12,169,12,267,1
95,16,12,13,267,13,127,2
96,16,9,10,242,10,187,3
97,17,11,11,242,11,255,1
98,16,10,10,242,10,242,2
