Frame,GT objects,reports,Tracks,Track_ID,Targets,Target_ID,Global Hyp
0,17,7,7,1,7,1,1
1,17,9,9,1,9,3,2
2,17,5,9,1,9,1,1
3,17,8,8,3,8,4,2
4,17,6,6,4,6,6,1
5,17,7,7,3,7,3,1
6,17,6,7,4,7,6,1
7,17,11,12,18,12,6,2
8,17,10,11,14,11,10,4
9,17,9,13,4,13,21,5
10,17,11,12,6,12,0,8
11,17,15,18,13,18,18,2
12,17,12,14,31,14,13,1
13,16,10,13,11,13,6,1
14,16,10,13,33,13,33,1
15,16,12,14,18,14,6,4
16,16,12,16,37,16,31,1
17,16,10,14,44,14,44,1
18,16,8,13,37,13,9,2
19,15,10,13,0,13,51,2
20,15,8,13,46,13,6,8
21,15,9,16,38,16,48,20
22,16,13,18,60,18,53,6
23,14,8,12,49,12,41,24
24,14,12,14,62,14,63,8
25,15,12,16,58,16,66,8
26,15,9,15,45,15,71,2
27,15,9,13,61,13,70,2
28,15,10,12,47,12,68,4
29,15,8,12,66,12,45,3
30,15,11,15,66,15,70,2
31,15,6,11,45,11,74,1
32,15,8,12,45,12,80,8
33,15,9,10,61,10,57,8
34,14,10,14,69,14,81,1
35,14,11,14,67,14,92,2
36,14,10,15,69,15,72,6
37,14,10,15,76,15,82,16
38,14,10,16,84,16,70,8
39,14,10,17,75,17,90,6
40,14,10,17,72,17,75,12
41,14,9,11,111,11,93,3
42,14,9,12,116,12,93,1
43,14,10,12,89,12,89,8
44,14,9,13,107,13,118,6
45,14,9,14,119,14,103,6
46,14,11,15,100,15,103,4
47,14,9,12,104,12,104,18
48,14,10,12,123,12,95,32
49,14,8,11,99,11,104,6
50,14,8,14,103,14,130,24
51,14,10,15,128,15,97,9
52,14,8,13,104,13,97,4
53,14,8,12,113,12,121,2
54,14,8,9,129,9,111,4
55,14,8,9,129,9,119,1
56,14,7,9,121,9,124,1
57,13,7,7,139,7,109,1
58,13,8,10,144,10,143,2
59,13,7,11,121,11,116,2
60,13,8,12,121,12,144,4
61,13,8,10,116,10,116,4
62,13,8,9,141,9,109,4
63,13,9,10,154,10,109,2
64,13,8,11,109,11,157,2
65,13,9,15,144,15,162,6
66,13,8,14,144,14,137,4
67,13,8,12,137,12,157,3
68,13,9,14,144,14,150,3
69,13,7,10,150,10,157,2
70,13,7,9,178,9,157,4
71,13,7,8,147,8,138,1
72,13,9,11,152,11,157,1
73,13,10,13,152,13,154,1
74,13,9,11,157,11,155,2
75,13,8,11,138,11,162,9
76,13,7,11,166,11,157,2
77,12,8,12,150,12,157,5
78,12,9,13,150,13,169,1
79,12,5,8,173,8,166,1
80,13,7,10,207,10,166,8
81,13,9,11,173,11,177,1
82,13,8,10,157,10,179,4
83,13,12,13,157,13,157,2
84,13,10,11,151,11,157,4
85,13,9,13,150,13,156,4
86,13,8,11,182,11,188,2
87,13,11,16,201,16,202,2
88,13,8,12,210,12,210,2
89,14,10,11,157,11,168,2
90,15,10,13,226,13,157,2
91,15,13,15,182,15,170,2
92,15,8,15,178,15,190,2
93,15,10,14,190,14,170,1
94,15,10,13,231,13,231,8
95,15,10,12,244,12,237,1
96,15,9,13,241,13,157,1
97,15,9,13,237,13,248,4
98,15,10,11,204,11,202,6
