Frame,GT objects,reports,Tracks,Track_ID,Targets,Target_ID,Global Hyp
0,17,7,7,0,7,0,1
1,17,7,7,1,7,1,1
2,17,7,7,1,7,0,1
3,17,7,9,0,9,0,2
4,17,7,9,8,9,1,4
5,17,7,7,0,7,1,3
6,17,8,10,1,10,0,4
7,17,7,8,14,8,0,2
8,17,7,7,1,7,1,1
9,17,7,7,14,7,0,1
10,17,7,7,0,7,0,1
11,17,8,8,1,8,28,2
12,17,8,8,1,8,1,1
13,16,8,8,0,8,1,1
14,16,8,8,0,8,0,1
15,16,9,9,14,9,0,1
16,16,9,9,18,9,14,1
17,16,9,9,1,9,1,2
18,16,8,9,28,9,1,6
19,15,7,9,14,9,13,24
20,15,7,10,14,10,28,72
21,15,7,15,42,15,1,192
22,16,7,13,1,13,46,240
23,14,7,12,14,12,39,16
24,14,7,9,50,9,50,72
25,15,6,8,50,8,47,144
26,15,8,10,58,10,58,108
27,15,10,11,62,11,59,128
28,15,10,10,57,10,60,540
29,15,9,12,65,12,62,128
30,15,8,11,69,11,69,648
31,15,8,10,47,10,67,432
32,15,6,9,42,9,67,960
33,15,6,8,37,8,67,18
34,14,6,8,70,8,72,128
35,14,6,8,72,8,70,72
36,14,6,7,72,7,56,288
37,14,6,6,56,6,56,640
38,14,6,8,87,8,56,216
39,14,7,9,85,9,74,1728
40,14,7,8,85,8,87,504
41,14,7,8,79,8,85,144
42,14,7,11,64,11,53,486
43,14,6,8,53,8,86,36
44,14,6,7,77,7,77,48
45,14,7,9,89,9,53,162
46,14,7,8,94,8,77,192
47,14,7,9,75,9,90,96
48,14,7,10,95,10,89,432
49,14,7,8,77,8,67,108
50,14,7,8,68,8,70,32
51,14,7,8,101,8,101,4
52,14,6,8,95,8,95,9
53,14,6,7,104,7,53,12
54,14,6,8,104,8,106,1
55,14,6,6,77,6,104,4
56,14,6,7,74,7,74,6
57,13,6,7,53,7,53,4
58,13,6,7,104,7,95,2
59,13,6,7,113,7,95,6
60,13,5,7,113,7,113,12
61,13,5,6,94,6,53,6
62,13,5,7,77,7,95,2
63,13,5,6,53,6,84,3
64,13,5,5,95,5,95,4
65,13,5,6,95,6,95,10
66,13,5,6,95,6,84,3
67,13,5,6,84,6,114,3
68,13,5,5,84,5,120,1
69,13,5,6,114,6,120,1
70,13,5,5,95,5,103,1
71,13,5,6,95,6,84,1
72,13,5,7,114,7,106,1
73,13,5,5,95,5,84,4
74,13,5,6,120,6,95,4
75,13,5,7,112,7,114,6
76,13,5,6,112,6,84,4
77,12,5,8,116,8,116,2
78,12,4,7,141,7,120,2
79,12,4,5,95,5,138,4
80,13,4,4,118,4,138,1
81,13,5,5,138,5,120,4
82,13,6,6,120,6,138,3
83,13,8,8,138,8,138,16
84,13,9,11,145,11,146,48
85,13,9,11,141,11,146,20
86,13,10,12,114,12,145,32
87,13,9,13,120,13,114,30
88,13,10,14,146,14,149,24
89,14,10,13,161,13,128,24
90,15,9,13,137,13,144,6
91,15,9,12,150,12,162,24
92,15,11,12,138,12,138,72
93,15,10,12,169,12,141,16
94,15,10,11,138,11,162,6
95,15,9,11,172,11,162,8
96,15,10,11,161,11,169,1
97,15,9,11,167,11,177,2
98,15,9,11,177,11,144,3
