Frame,GT objects,reports,Tracks,Track_ID,Targets,Target_ID,Global Hyp
0,6,3,3,0,3,0,1
1,6,3,3,0,3,0,1
2,7,4,4,2,4,2,1
3,8,5,5,0,5,0,2
4,9,6,8,0,8,6,8
5,9,5,7,0,7,2,4
6,9,5,7,4,7,2,3
7,9,5,6,2,6,2,8
8,9,7,8,10,8,9,3
9,10,8,9,5,9,5,20
10,10,7,9,12,9,12,24
11,10,8,10,4,10,12,6
12,10,9,11,11,11,13,90
13,10,7,10,8,10,13,24
14,10,7,10,8,10,11,24
15,9,6,9,0,9,13,12
16,10,6,7,18,7,13,7
17,10,5,7,18,7,13,4
18,10,4,7,18,7,0,2
19,10,4,7,18,7,13,2
20,10,4,6,18,6,14,1
21,10,4,5,0,5,21,1
22,10,4,4,14,4,18,1
23,10,2,4,18,4,18,1
24,9,2,4,18,4,18,1
25,9,2,4,18,4,18,1
26,9,2,2,21,2,14,1
27,9,2,2,21,2,14,1
28,9,2,2,14,2,14,1
29,9,3,3,29,3,14,1
30,9,3,3,14,3,21,1
31,9,4,4,14,4,21,1
32,9,5,5,33,5,29,8
33,9,5,5,29,5,21,12
34,9,6,7,38,7,30,8
35,9,5,8,38,8,14,4
36,9,5,8,21,8,30,6
37,9,4,6,31,6,37,3
38,9,4,5,14,5,37,1
39,9,4,5,30,5,14,1
40,7,3,4,14,4,35,1
41,7,2,4,35,4,14,2
42,7,2,4,30,4,14,2
43,7,2,3,30,3,14,1
44,6,2,2,14,2,14,1
45,6,2,2,14,2,14,2
46,6,2,2,14,2,14,1
47,6,2,2,30,2,14,1
48,6,2,2,14,2,30,1
49,6,3,3,40,3,14,1
50,6,2,2,30,2,14,1
51,6,2,2,14,2,14,1
52,6,2,2,14,2,30,1
53,6,2,2,14,2,30,1
54,6,2,2,30,2,30,1
55,5,2,2,14,2,30,1
56,5,2,2,14,2,30,1
57,5,2,2,30,2,14,1
58,5,2,2,30,2,30,1
59,5,2,2,30,2,14,1
60,5,2,2,30,2,14,1
61,5,2,2,14,2,30,1
62,5,3,3,30,3,14,1
63,5,3,3,14,3,14,1
64,5,2,3,30,3,14,1
65,6,3,3,14,3,54,1
66,6,3,3,14,3,54,1
67,6,3,3,30,3,54,1
68,8,3,3,30,3,14,1
69,8,3,3,14,3,54,1
70,8,3,3,14,3,14,1
71,8,3,3,54,3,30,1
72,8,3,3,54,3,30,1
73,8,3,3,14,3,54,1
74,8,2,3,14,3,54,1
75,8,2,3,14,3,14,1
76,8,2,3,54,3,14,1
77,8,2,2,14,2,30,1
78,8,2,2,30,2,30,1
79,8,2,2,30,2,14,1
80,8,2,2,30,2,30,1
81,8,2,2,30,2,30,1
82,8,2,2,14,2,14,1
83,8,2,2,30,2,30,1
84,8,3,3,58,3,14,1
85,9,3,3,30,3,58,1
86,9,3,3,30,3,58,1
87,9,2,3,58,3,58,1
88,9,2,3,58,3,30,1
89,8,2,2,14,2,30,1
90,8,2,2,30,2,14,1
91,8,2,2,14,2,14,1
92,10,2,2,14,2,14,1
93,10,2,2,30,2,14,1
94,10,2,2,30,2,30,1
95,10,2,2,14,2,30,1
96,9,2,2,14,2,14,1
97,9,2,2,14,2,14,1
98,9,2,2,30,2,14,1
