Frame,GT objects,reports,Tracks,Track_ID,Targets,Target_ID,Global Hyp
0,22,12,12,0,12,1,1
1,22,14,14,1,14,1,16
2,22,14,17,0,17,0,24
3,22,13,15,1,15,10,12
4,22,13,16,0,16,0,4
5,22,14,16,1,16,23,2
6,22,12,16,0,16,0,2
7,22,14,17,19,17,29,2
8,22,14,17,29,17,2,2
9,22,15,16,24,16,0,2
10,23,16,20,5,20,35,4
11,23,13,17,14,17,0,16
12,23,15,19,30,19,22,8
13,23,15,18,40,18,0,12
14,23,14,18,47,18,42,36
15,23,12,17,47,17,22,6
16,23,12,19,22,19,22,1
17,23,11,17,62,17,22,2
18,23,9,15,22,15,14,1
19,23,12,15,1,15,1,1
20,23,12,16,29,16,0,1
21,23,13,17,0,17,76,1
22,23,13,16,1,16,0,4
23,23,14,17,72,17,54,2
24,23,12,16,83,16,57,2
25,23,14,20,73,20,0,2
26,23,15,19,75,19,0,2
27,23,11,17,0,17,1,2
28,23,12,19,91,19,65,1
29,23,10,17,91,17,82,1
30,24,10,13,95,13,102,2
31,24,11,14,87,14,91,1
32,24,11,15,0,15,75,1
33,24,14,17,97,17,112,2
34,24,11,15,82,15,14,4
35,24,12,15,1,15,75,4
36,24,13,15,14,15,63,16
37,24,9,13,1,13,63,24
38,24,12,14,94,14,129,7
39,23,10,13,0,13,112,2
40,24,11,15,94,15,0,1
41,24,8,14,82,14,63,1
42,24,10,13,140,13,1,1
43,23,8,9,102,9,0,1
44,23,12,14,82,14,148,1
45,23,11,12,134,12,112,2
46,23,9,13,63,13,139,2
47,23,10,14,63,14,112,2
48,23,10,13,0,13,159,2
49,23,8,11,0,11,112,1
50,25,12,14,139,14,148,1
51,25,8,9,112,9,155,4
52,25,9,10,148,10,139,4
53,25,7,9,155,9,0,1
54,25,9,10,63,10,0,2
55,25,10,10,139,10,143,1
56,24,7,12,82,12,102,1
57,25,4,10,0,10,144,4
58,25,11,14,190,14,189,1
59,25,8,11,146,11,149,1
60,25,6,10,189,10,189,2
61,25,9,11,82,11,112,2
62,25,10,10,112,10,112,4
63,26,7,9,139,9,148,2
64,26,11,12,112,12,207,24
65,26,10,12,200,12,182,2
66,26,11,13,139,13,139,2
67,26,9,10,0,10,200,2
68,26,8,8,188,8,200,2
69,26,8,9,112,9,188,4
70,26,8,9,188,9,144,4
71,26,11,12,102,12,200,2
72,26,7,13,112,13,169,4
73,26,9,14,225,14,139,6
74,26,10,14,188,14,199,4
75,26,9,11,178,11,0,4
76,26,8,10,144,10,0,2
77,26,10,13,227,13,179,2
78,26,7,10,0,10,139,5
79,26,8,11,227,11,227,2
80,25,8,12,144,12,139,8
81,25,8,12,179,12,179,12
82,25,10,11,200,11,227,6
83,25,8,10,227,10,179,3
84,25,8,9,0,9,195,1
85,25,10,12,179,12,227,2
86,25,11,11,205,11,249,1
87,25,10,11,210,11,218,4
88,25,11,11,216,11,178,2
89,25,9,11,221,11,112,2
90,26,9,15,205,15,209,4
91,26,9,12,179,12,205,24
92,26,10,13,209,13,216,8
93,26,8,11,179,11,112,7
94,26,8,10,205,10,247,1
95,26,7,10,205,10,179,1
96,26,10,12,205,12,247,2
97,26,10,11,232,11,209,1
98,26,9,13,232,13,236,2
